utterance_id,transcription,emotion
Ses01F_script02_2_M013,No. Of course not.,frustrated
Ses04M_script02_2_M026,"What, you want a divorce?",frustrated
Ses01M_impro01_M008,But that's...,frustrated
Ses05M_impro01_M020,That's just dumb.,frustrated
Ses04F_impro04_F003,and I have gone everywhere I can think of.  I have given resumes.  I have done interviews.  I've tried to pull in favors.  I've asked everybody I know for help.  I don't know what else to do.,frustrated
Ses05M_impro01_F018,"Sir, don't patronize me.  I can't make an exception.  I don't- I don't have the power to do that.  It's a different form.",frustrated
Ses04M_impro02_M023,"It can't happen.  I have to go.  I want to stay really bad, but I can't.  There's just no -- I don't have an option.",frustrated
Ses04M_script01_1_M042,I know that.  Just you help me stay here.,frustrated
Ses04F_script03_2_F015,Just making myself fascinating for you.,frustrated
Ses04F_script02_2_F015,You don't understand anything I'm saying.,frustrated
Ses04M_impro02_M035,"Well I guess we're at a stalemate then, aren't we?",frustrated
Ses04F_impro05_M015,sign away your luggage to the,frustrated
Ses04M_impro01_M021,Why are you being such a bitch?,frustrated
Ses02F_script02_2_M008,Why not?,frustrated
Ses02F_impro01_F023,"Well, thank you very much.  You've been very helpful.",frustrated
Ses05M_script01_2_F010,"I want you to pretend like he's coming back.  Both of you, don't think I haven't noticed you and Chris since she's gotten here.  I don't want any nonsense.",frustrated
Ses04M_script02_2_F022,No.,frustrated
Ses03M_script02_2_F026,No.,frustrated
Ses05M_impro02_F009,There's got to be something we can do.  You can't just go.,frustrated
Ses01F_script02_2_F025,"No, no. Nothing.",frustrated
Ses02F_script01_1_F024,"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?",frustrated
Ses04M_impro04_M014,"You know what, this is your fault.",frustrated
Ses04F_script01_1_M042,Then you help me stay here.,frustrated
Ses05F_script01_1_M031,"All right, then, Mom.",frustrated
Ses03M_impro02_M034,So I have--you want me to choose between you guys or my career?,frustrated
Ses03M_impro01_F008,You need to go back over there and fill it out again.,frustrated
Ses03M_impro04_M009,I don't know astronaut?  I don't know something crazy like that.,frustrated
Ses02M_impro01_M013,I've been waiting for three hours.,frustrated
Ses01M_script02_1_M024,"No, wait no, no that's not my point.  My point is there is no point and coming all the way down here if we just turn around and go home.",frustrated
Ses01M_impro05_M009,My bag from Atlanta.,frustrated
Ses03M_impro01_F007,I think you're being a little condescending.,frustrated
Ses02M_impro01_M020,I waited in line now I'm ready to get my stuff and then go home.,frustrated
Ses05M_impro04_M023,"I want to make some money.  I need to make some money.  I've got to pay some bills, I owe people money.  I owe lots of people money.  I need to make some money.",frustrated
Ses03F_script01_1_F012,You can't tell him that.,frustrated
Ses04M_impro08_M003,I'm going to need it again.  I need to look at your file.  If you want me to look at your file--,frustrated
Ses02F_impro01_F009,I have my passport and I have my driver's license. And that's all I have.,frustrated
Ses03F_script01_1_F048,"All right, but you can't do that. You can't talk like that.",frustrated
Ses04F_impro05_M000,Welcome to Northwest Airlines.  How can I help you?,frustrated
Ses01F_script01_1_M026,So what.  I'm not fast with women.,frustrated
Ses03M_script01_1_F034,"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him?  I don't know.  Do you?  I mean, I don't know.",frustrated
Ses04M_impro05_M024,You- you- you- you're misunderstanding me.  You're going to do that.,frustrated
Ses03F_script01_2_M012,Okay. Just calm yourself.,frustrated
Ses05F_script02_2_F004,I am sorry.  It's just fish to me.,frustrated
Ses04F_impro08_M008,I asked for no tomatoes.,frustrated
Ses05M_script02_2_F008,We We don't ever.  Have we ever?,frustrated
Ses04M_script01_1_M019,You know it's not only my business.,frustrated
Ses04F_script01_1_M014,Sit down mom.  I want to talk to you.,frustrated
Ses02M_script01_1_M031,"I can't help it I know her best. I mean lived next door to her my whole life. These years when I think of a wife, I think of Annie.",frustrated
Ses05F_impro05_F044,"Yeah, I'll take your fifty dollar voucher.",frustrated
Ses05F_script01_2_M011,[LAUGHTER],frustrated
Ses01F_script01_1_M033,"But if I can't do that here, I may have to go somewhere else.",frustrated
Ses04F_impro02_M005,You don't know that.,frustrated
Ses05M_script01_2_M005,Now listen.,frustrated
Ses05M_script01_1b_M027,Because it is.,frustrated
Ses03F_script01_1_F025,And she-she's Larry's girl.,frustrated
Ses01M_script01_2_M013,"Okay, calm yourself. Alright.",frustrated
Ses02F_impro01_F017,"I really need this done today.  As you can see, the deadline is almost up and I can't come back.",frustrated
Ses02F_impro01_F022,Do you have a supervisor?,frustrated
Ses02M_impro01_F009,"Well, it's actually-",frustrated
Ses05M_script03_2_F013,Don't be stupid.,frustrated
Ses02F_impro04_F007,"I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand.",frustrated
Ses04F_impro02_F019,I know I'm leaving you here with all the responsibility but at least you get to be with her.,frustrated
Ses01M_script02_2_F003,It's a PR.,frustrated
Ses05F_script02_2_M013,"Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a turn for the worst here.",frustrated
Ses05F_impro01_M020,I told you it was line two A.,frustrated
Ses04M_impro08_F010,So could you discretion it back?,frustrated
Ses01F_impro01_M009,"A birth certificate, a passport...a student ID; didn't you go to school?  Anything?",frustrated
Ses05F_impro01_M005,There is a large line of people behind you waiting to be--,frustrated
Ses03M_impro05b_M004,You know and they've looked it up before and it's not there.,frustrated
Ses04F_script01_1_M008,"Being dishonest with him, that kind of thing always pays off and now it's paying off.",frustrated
Ses05M_script01_2_M002,"What are you talking about?  He grew up next to the girl his whole life, why wouldn't he want to see her again?  Don't look at me like that.  He hasn't told me anything he didn't told you.",frustrated
Ses01M_impro01_M023,If it makes you stop acting like a child.,frustrated
Ses05F_impro01_M006,"I don't want to be rude here, ma'am, but line two B is where you need to be.  This is the line for registration.",frustrated
Ses01F_script01_1_M008,I don't want to argue but it's time he realized that nobody believes Larry is alive.,frustrated
Ses04M_script03_2_M019,You needn't be so grand just because you don't happen to want any at the moment.,frustrated
Ses04F_impro02_M013,Of course I'm going to wait.  I just- I just don't like the idea of this happening because this isn't the last time this is going to happen. You're going to go on more tours and stuff.  I just- I can't-,frustrated
Ses03F_script03_2_F030,I don't want to talk about this anymore.,frustrated
Ses03M_impro04_M037,Yeah.  I got eighteen hundred on my S.A.T..,frustrated
Ses03M_impro01_F009,"No, no, no, because there are other people in line.  You have to go get a complete new application.",frustrated
Ses05F_impro01_F005,Would you be able to put me at the front of that line?,frustrated
Ses02F_impro01_M022,"All right.  Well, um, you know, I'd love to help you, but--nothing I can do.",frustrated
Ses05F_script01_2_F009,"Nobody in her- this house dares shake her faith.  Strangers might, but not his father, and not his brother.",frustrated
Ses01F_script01_2_F014,I can't help it.,frustrated
Ses04M_impro08_M014,"Ma'am, I understand that.",frustrated
Ses01M_script01_1_F022,I'm just saying.,frustrated
Ses01F_script02_2_M010,We've missed them twice.,frustrated
Ses01F_impro05_F007,Yes.,frustrated
Ses02M_script01_2_M009,"Look it's a nice day, what are we arguing for?",frustrated
Ses04M_script02_2_F023,No.,frustrated
Ses01F_impro04_M034,What? Oh.  So now you're...,frustrated
Ses04F_script02_2_M015,It's just a fish.  Nothing to get traumatized over.,frustrated
Ses01M_script02_1_F010,I'm cold.,frustrated
Ses04M_script03_2_M023,Oh.  That reply has broken my heart.,frustrated
Ses01M_script01_2_F008,"Nobody in this house dares take away her faith Joe.  Her- strangers might but not her father, not her brother.",frustrated
Ses05F_script02_2_M027,"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.",frustrated
Ses03M_script01_1_M015,"Listen mom, just, sit down.  I want to talk to you.",frustrated
Ses03M_impro05b_M005,Now what are you going to do for me different? Hmm?,frustrated
Ses02M_script01_1_M020,So it's all right then I'll go ahead with it?,frustrated
Ses05F_script03_2_F026,"Oh, You are so insufferable.  Do you stop.",frustrated
Ses03M_impro04_F028,Well obviously it's not working.  Just cause you got sixteen hundred on your S.A.T. doesn't guarantee you a job.  I mean it should really but--,frustrated
Ses04F_impro05_M005,"Ma'am, I understand that.",frustrated
Ses05M_impro04_M013,But they always go with somebody else.,frustrated
Ses01F_script01_1_F000,What's he going to say?,frustrated
Ses05M_script01_2_M012,Calm yourself.,frustrated
Ses03F_script02_2_M025,A new carpet? A poodle?,frustrated
Ses04F_impro05_M013,We're not going to communicate anything this way.,frustrated
Ses01M_script01_1_F019,"Well, that's only your business, Chris.",frustrated
Ses03F_impro04_F003,I have no money behind me. Nothing. I'm twenty five and--,frustrated
Ses02F_impro01_M020,"No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--",frustrated
Ses03M_impro01_M016,I'll have a license.,frustrated
Ses04M_impro02_M010,It's not- it's not- It's not like that.  It's not like that.  I can't do that.,frustrated
Ses03F_script01_1_M038,"Okay. All right, then.",frustrated
Ses03F_impro04_F004,So I'll have to wait twenty five years-,frustrated
Ses03M_impro05b_F025,We already have been confirmed that it will be arriving in--uh--in about two days.,frustrated
Ses02F_impro01_M024,I am the supervisor.  So--,frustrated
Ses01M_script02_2_M010,"Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",frustrated
Ses03F_script01_1_F037,"I mean, you haven't seen her since the war. I mean, it's been five years.",frustrated
Ses01F_script01_1_F039,You mean to tell me that you would leave the business over this?,frustrated
Ses02F_impro05_F013,"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?",frustrated
Ses02F_impro05_F011,I didn't sign anything.,frustrated
Ses02M_impro08_F011,"and it was like something like eight hundred dollars. I don't remember. It was just a lot and I have thing in front of me right now, but-",frustrated
Ses05F_impro05_M011,And you couldn't find it?,frustrated
Ses04F_script02_2_M031,"Do you think that when I proposed, I had this great fantasy going that four years down the line we'd come to the beach and yell at each other over fish.",frustrated
Ses03F_impro04_F001,"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me.",frustrated
Ses02F_impro02_M005,"What if--maybe--what if, uh, we went somewhere over there?  I don't--I don't know--I--I need to figure something out for this because--",frustrated
Ses02F_impro01_M013,"Okay.  But how do I--that's- that's not proof to me.  How do I know that, you know, that it's really you.  I need--",frustrated
Ses04F_script02_2_M014,"No, of course not.",frustrated
Ses05M_script01_2_M004,"Well, so what?",frustrated
Ses03M_impro08a_F005,Olivia.,frustrated
Ses01M_impro04_M011,"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?",frustrated
Ses04M_script01_1_F024,Now what can I do for you?,frustrated
Ses01M_script02_2_M017,Of course not.,frustrated
Ses02M_script02_2_M009,We've missed them twice; that's not ever.,frustrated
Ses02F_impro02_M002,"But, I'm--I'm nothing--I'm nothing without you here.  Maybe we can--we can get out of this somehow.",frustrated
Ses03M_script02_2_M015,"What...I've been trying to, I've been trying to figure out the point where we went wrong and I can't seem to pinpoint that moment.",frustrated
Ses02M_impro02_F011,It doesn't make any sense; I don't know why we have to be at war in the first place.,frustrated
Ses04M_impro05_F015,We only cover fifty dollars worth of lost items.,frustrated
Ses03M_script02_1_F007,"It's past eleven, let's go.",frustrated
Ses02M_script01_3_M005,"The trouble is, I planned on sort of sneaking up on you on a period of a week or so.  But they take it for granted that we're all set.",frustrated
Ses03F_script01_1_M014,"All right. Just- Sit down, mom. I want to talk to you.",frustrated
Ses05M_impro08_F003,"And I'll reset the IP address.  I will do like, you know, direct connect the modem to my computer, and then reset everything, and then put the router back in. And-",frustrated
Ses03M_script02_1_F013,"Pass up what?  These fish swim up to shore, on the beach and then they flop around a little, they swim away and then they die.",frustrated
Ses04F_impro04_F032,Well maybe you could be a little helpful.  I mean obviously you don't have any problems so would it really take so much time out of your day to just go ahead and help somebody else.,frustrated
Ses04F_script01_2_F017,"Believe with me, Joe.  I can't stand alone.",frustrated
Ses03M_impro01_F018,Sir?  I'm going to ask you one more time and then I'm going to call my supervisor,frustrated
Ses04M_impro08_F012,of the money that I was charged that I didn't make those calls.,frustrated
Ses02M_script02_2_F001,It's ridiculous.,frustrated
Ses04F_impro02_F010,I mean I'm the one who has to leave here.  I'm the one who has to leave the two of you.  At least you get to be together.,frustrated
Ses01F_script01_1_F022,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",frustrated
Ses03M_impro08b_F009,Yes the phone turns on.  No I mean I'm using it not turning on the phone.  Of course it turns on.,frustrated
Ses04M_impro04_M001,"it's just like nobody- nobody wants to hire me. It's been years, I mean, do you understand, years?  Like, I'm -- you know what I mean, it's like I've been collecting unemployment for so long now, it's just like I just -- I can't take it.  I don't know what to do.  I mean, I'm just like losing my mind.",frustrated
Ses04F_script01_2_M011,What do you want me to do?,frustrated
Ses04M_impro02_M031,"Look, I--",frustrated
Ses03M_impro05a_F019,"Okay.  I'm not.  I'm sorry, I am being--",frustrated
Ses03F_impro05_M004,"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",frustrated
Ses03F_impro04_F013,That's the thing. I don't know. I don't know anything.,frustrated
Ses04F_script02_1_F020,That's the wind.,frustrated
Ses04F_script01_1_M024,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer. My whole bloody life time after time after time.",frustrated
Ses01F_impro05_F004,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,frustrated
Ses05M_script02_2_M007,"It's not that complicated.  We come down here, the grunions arrive, they do their little fish thing.  We say ooh, awe, look at the little fish.  And then they go home and we go home.",frustrated
Ses05M_script02_2_F006,I just - We just have different ideas of what this night is suppose to look like.,frustrated
Ses04M_script02_1_F009,That's my point.,frustrated
Ses03F_impro04_F026,[BREATHING],frustrated
Ses04M_impro02_M027,There's nothing I can do.  I-- I,frustrated
Ses01F_script01_2_M007,You can't read her mind.,frustrated
Ses04M_impro05_F030,And your bag is not my concern.,frustrated
Ses04M_impro05_F025,I can write you the one check.,frustrated
Ses03M_script02_1_M033,"We just weren't in the good spot.  This is a much better spot.  You know, I have a good instincts for these things.",frustrated
Ses03F_script02_2_M022,What? What? Do you want me to breathe in your ear?,frustrated
Ses01F_impro05_F001,Yeah. This is the fourth line that I have been in.,frustrated
Ses02M_script01_1_M029,So what I'm not fast with women.,frustrated
Ses05M_impro01_F017,I -- there's no way I'd make an exception.,frustrated
Ses05M_script01_1b_M032,But if that can't happen then I'll just get out.,angry
Ses04M_script02_2_M031,"And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla?  You know what you get?  This.",angry
Ses04F_script01_2_F001,It's been three years.  Why all of a sudden?,angry
Ses05F_script03_2_M004,"You must admit that he was in love with you, wasn't he?",angry
Ses01F_script03_2_F013,Don't be stupid.,angry
Ses03M_script03_2_M040,Turn it--Turn it off.,angry
Ses01F_script03_2_F027,Oh shut up.,angry
Ses05M_script03_2_M023,They snap.,angry
Ses03F_script02_2_F005,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",angry
Ses03M_script02_2_M028,Welcome to the human race.,angry
Ses05M_script03_2_F035,You are far too temperamental.  Try to control yourself.,angry
Ses04M_script01_1_M022,"Sometimes you infuriate me, you know that?  Isn't it your business, too, if I tell this to father and he throws a fit about it?  You have such a talent for ignoring things.",angry
Ses04F_impro01_F012,I'm not starting over again.  No I have done this five times.  I am not starting over again.,angry
Ses02F_impro01_F019,"Yeah, but your birth certificate--I mean, who carries around their birth certificate?  Nobody does that.",angry
Ses04M_script03_2_F037,There aren't any people upstairs.  It's a photographer's studio.,angry
Ses04F_impro01_F021,I don't need to be.  I need to go and do other things with my time.  Okay.,angry
Ses02M_script02_2_M029,"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?",angry
Ses01M_script03_2_F030,Not very funny darling.  Why don't you have some more brandy?,angry
Ses01M_script01_1_F043,"Well, I can see that.",angry
Ses01M_script03_2_F039,"Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible.",angry
Ses04F_script03_2_F014,What?,angry
Ses05F_impro05_F034,You're an autono- autonomous human being.  You could- You could go into the com-,angry
Ses01M_script03_2_F035,Very well if you insist on being boorish and idiotic.,angry
Ses01M_script01_2_F009,"I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.",angry
Ses04F_impro01_F004,I did exactly what they told me to do.,angry
Ses01F_script03_2_M040,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.",angry
Ses03F_script01_1_M027,To hell with that.,angry
Ses01M_script03_2_M034,This is no time a year for Tunis.,angry
Ses02F_script01_1_M023,She's not Larry's girl.,angry
Ses05F_script03_2_M042,"You are a vile tempered, loose living, wicked little beast, and I never want to set eyes on you again.",angry
Ses01M_script01_1_F008,"He's dreaming about him again, walking the streets.",angry
Ses02F_script03_2_M047,You're a evil vampire and I hope to God I never see you again as long as I live.,angry
Ses04M_script03_1_M013,All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.  Flippancy brings out the acid- acid in their damn sweetness and light.,angry
Ses04M_script02_1_F013,"Pass up what?  These little fish swim onto the beach, flop around and then they swim away.  And then they die.",angry
Ses03M_script03_2_F014,What?,angry
Ses05M_script03_2_F034,Very well.  If you have to be boorish and idiotic.,angry
Ses01M_impro01_F000,Next.,angry
Ses01F_script03_2_M014,"Really, Amanda.",angry
Ses01F_impro05_F024,Yeah.,angry
Ses03M_script02_2_F002,"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",angry
Ses04M_script03_2_M040,Very good idea.  I will,angry
Ses03M_script03_2_M029,I'm not in the least bit drunk.,angry
Ses03M_impro05a_M014,Yeah.,angry
Ses01M_script03_2_F036,I won't.,angry
Ses01F_script03_2_M026,I think I mentioned once before that I've had three minute liquor glasses the whole evening long.  A child of two cannot get drunk on that.,angry
Ses01M_script01_1_M020,"See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?",angry
Ses05M_script03_2_M035,This is no time of the year for Tunis.,angry
Ses02F_script01_1_F040,"Well, you don't want to think like that.",angry
Ses04F_script03_2_F027,"On, the contrary.  A child of two could get violently drunk on only one glass of brandy.",angry
Ses04F_script03_2_M003,You went out of your way to torture me over Peter Burden.,angry
Ses03F_impro05_F010,Fifteen percent?,angry
Ses03M_impro05a_M027,Whose daughter are you?,angry
Ses05F_script03_2_F039,"Yeah, very amusing.  Let me go.  I'm getting out of here.  I can't believe I intended to marry you.",angry
Ses01M_script01_2_M017,"What the hell do you want from me, Kate?",angry
Ses05F_script01_1_F038,"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",angry
Ses03M_impro05b_M027,"And and, in about...",angry
Ses01M_script02_2_F013,"Because they never do.  Do they, have they ever?",angry
Ses04M_script03_2_F035,"Not very funny, dear.  You'd better have some more brandy.",angry
Ses03F_script03_2_F039,"Stop it, stop it, I hate you, I loath you, you are overbearing and conceited and utterly impossible.",angry
Ses03F_script01_2_F001,She's been in New York for three-and-a-half years. She don't just suddenly come and-,angry
Ses04F_impro05_F019,"Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate.",angry
Ses03M_impro05b_M022,Who are you going to fire because of that?,angry
Ses03M_impro05b_M031,Some peanuts?  Wow.  That helps a lot.,angry
Ses04F_impro05_F009,"You're kidding me, right.  You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through.  I paid for my ticket.  All I expect is to safely get to my destination with my stuff.  Is that so much to ask?  I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up.",angry
Ses04M_script02_2_F013,"I did want to see it.  I always do.  I keep thinking this time will be the time, but it never is.",angry
Ses05F_script03_2_M040,Amanda-- Listen- Listen-,angry
Ses02M_impro01_M009,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,angry
Ses04F_impro05_F015,No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,angry
Ses03F_script01_2_M017,What have I got to hide?,angry
Ses04F_impro04_F014,I mean it's not like this is an,angry
Ses03M_script02_2_F000,About what?,angry
Ses03F_impro05_F017,"Well, get- I want the C.E.O. then.",angry
Ses03F_script03_2_M039,"Oh, very amusing, indeed. Amanda, listen-",angry
Ses01F_script03_2_F025,You've always had a weak head.,angry
Ses05M_script02_2_F010,"No, we won't.  It's like waiting up for Santa Clause or something.  I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up.  And the fish will not show up.",angry
Ses02F_script01_1_F036,Are you crazy?,angry
Ses03M_impro05b_M029,Can you get it to the San Diego airport?  You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,angry
Ses04F_script01_1_F015,The trouble is the goddamn newspapers.  Every month some boy turns up from nowhere so the next one is going to be Larry.,angry
Ses01F_script03_2_M027,"That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.",angry
Ses03M_script02_2_M029,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.,angry
Ses01M_script02_1_F023,We didn't see them the year before either.,angry
Ses03M_script02_2_F003,"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",angry
Ses03F_script01_1_F017,"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry.",angry
Ses03M_script03_2_F044,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",angry
Ses01M_script03_2_F017,Well it's a woman's duty to allure the man. Watch me a minute will you?,angry
Ses01M_script02_2_F010,"Why do you ask me that?  God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.",angry
Ses02M_script03_2_F023,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.,angry
Ses03M_script03_2_M006,And what about me?,angry
Ses03M_impro05a_M013,It's my mother's funeral tomorrow and the urn is in the suitcase.,angry
Ses05F_script03_2_F030,There aren't any people upstairs; it's a photographer's studio.,angry
Ses01M_script02_2_M035,You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.,angry
Ses01M_script02_1_F021,Yes.,angry
Ses03F_impro05_F002,"Where? I don't know. The lost and found. What do you mean, lost and found?",angry
Ses04M_script02_1_F008,There is no point in coming down here.,angry
Ses05M_impro01_M015,"Wouldn't you? Oh, come on.  you just tell me.  You would make an exception for me.",angry
Ses03F_impro08_M010,"Oh, my God.",angry
Ses03M_script03_2_F011,I don't see what you have to go on and on with this kind of thing.,angry
Ses04M_script03_2_F039,"Turn it on again, please.",angry
Ses03M_impro05a_F018,"Sir, I just...you need to calm down is what needs to happen right now.",angry
Ses03M_impro05a_M007,God.,angry
Ses01M_script01_1_M021,She is not Larry's girl.,angry
Ses01F_script03_2_F036,"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully.",angry
Ses03F_script03_2_M026,did you see much of Peter Burden after our divorce?,angry
Ses03M_impro05a_M024,What?  Are you kidding me?,angry
Ses04M_impro05_M022,"Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--",angry
Ses03M_script03_2_M008,"Yeah, so am I.  Bored stiff.",angry
Ses01F_script03_2_M030,Well then you'll wake up the people downstairs.,angry
Ses01M_script02_1_F022,"Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",angry
Ses01F_script03_2_F014,What?,angry
Ses03F_impro05_F007,"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there.",angry
Ses03M_script03_2_F045,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,angry
Ses01F_impro04_F029,Who do you think you are?,angry
Ses05M_script01_2_F017,I can't help it.,angry
Ses01M_script03_2_M031,That's a very good idea I think I will.,angry
Ses03M_impro01_M004,What are you talking about?  It says fill out that part.,angry
Ses05F_impro08_M005,"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",angry
Ses02F_script03_2_F014,What?,angry
Ses04F_script01_1_M034,"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",angry
Ses03F_script03_2_M029,I'm not in the least bit drunk.,angry
Ses03F_script01_2_M016,"Look at you, you're shaking.",angry
Ses03F_impro05_F005,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",angry
Ses02M_impro05_M016,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",angry
Ses03M_script02_2_F004,"Look, I'm sorry but it's still just fish to me.",angry
Ses02M_script03_2_F040,Oh yes I am.,angry
Ses04M_script03_2_M031,They snap.,angry
Ses04M_script01_2_F013,"Because if he's not coming back, I'll kill myself.",angry
Ses03M_script03_2_M034,You better turn that off.,angry
Ses04F_script01_1_F040,Alright but don't think that way,angry
Ses03M_impro05a_M002,I had eight hundred pounds of luggage.,angry
Ses01M_script03_2_F031,Why?,angry
Ses04F_impro05_F018,"Really, you don't work for anybody.  It's just you?",angry
Ses05F_script03_2_M022,They snap.,angry
Ses01M_impro05_M021,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,angry
Ses05F_script03_2_M016,"Oh, that reply has broken my heart.",angry
Ses01F_impro05_F019,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",angry
Ses04M_script01_2_F000,Why did he invite her here?,angry
Ses04F_script02_1_F014,What are you so excited about?  This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,angry
Ses03M_impro05b_M020,"You misplace a lot of, eight pieces of luggage.",angry
Ses01F_script03_2_M020,"Oh really.  It's a pity you didn't have any brandy, it would have made you a little less disagreeable.",angry
Ses01M_script03_2_M029,I think I told you once before that I had three minute liquor glasses the whole evening long.  A Child of two cannot get drunk on that.,angry
Ses01F_script02_1_F006,You keep saying my flashlight like it's just yours.,angry
Ses03M_script01_2_M015,"Wait, what does that mean?  Me above all?",angry
Ses04F_script01_1_F041,"because what the hell did we work for?  This whole shooting match is just for you, Chris.",angry
Ses01M_impro04_M018,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.",angry
Ses02M_script03_2_M043,You're not going like this.,angry
Ses01F_impro05_F021,You are cruising for a bruising.  You are in so much trouble.,angry
Ses03M_script03_2_M030,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",angry
Ses01F_script01_2_F009,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",angry
Ses01M_script01_2_F011,"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.",angry
Ses04F_impro05_F008,No. No. I heard- I heard what you said.,angry
Ses05M_script03_2_F036,Go away!  Go away!  I- I hate you.,angry
Ses02F_script03_2_M043,You're not.,angry
Ses01M_script03_2_F038,"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",angry
Ses04F_impro04_F006,What?  Who says that?  Bananas don't grow overnight.,angry
